ID,Title,Rating,Video-Source,Text,Ground-truth ,Emotion,Aspect,Domain
RFA89YDW4PT7C,"1.0 out of 5 stars
 Keyboard space bar not working properly","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/fd188340-f215-4b8b-b6b1-df10a44d885a/default.jobtemplate.hls.m3u8,"This is a waste product. Keyboard space bar not working properly & this not support to laptopI am in send request to Return this product, but no one came to take this product back",The user wants complaint that the spacebar is damaged. If you click one-side; the Othersss side gets up. The key board is totaly damaged.,disappointment,"Quality, Usability",Electronic Gadgets
R862XV46MS4ER,"1.0 out of 5 stars
 Worst Product","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/f52d7c5e-e953-410d-9cdf-3996aa8848ce/default.jobtemplate.hls.m3u8,USB connected to CPU but Doesn't Work A Single Button you Can See Light Of Num lock it's Connected But buttons Are not working.....Don't Buy Zebronics Product Waste Of money...... maybe Luckily Some Product Will Work For A Month but Not Every Product....Chip Quality only....,The user wants complaint the zebranix keyboard is not working.The key buttonens are not working. It is connected but in the computer screen it is not showing. The keyboard is damaged,disappointment,"Quality, Usability",Electronic Gadgets
R10WUXP615JTF1,"1.0 out of 5 stars
 Scam Product Please don't Purchase","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/3399dc65-bdb4-44bd-b726-09c5ad3240f1/default.jobtemplate.hls.m3u8,Scam Product Damage after replacement also damaged,The user wants complaint the keyboard is damaged. Corner portion is broken. The product quality is poor,disappointment,"Quality, Usability",Electronic Gadgets
RFL27VLPX27PA,"1.0 out of 5 stars
 Don't buy this keyboard","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/ecac9fab-ce68-4c13-aab4-c95cca044c90/default.jobtemplate.hls.m3u8,The multimedia buttons work just fine. The stabilisers of the keyboard are of very poor quality. Keys have to be pressed really hard to get the input. Better go for Othersss brands like dell or hp,The user wants complaint the keyboard is broken and the spacebar is not working. the keyboard is not functioning properly,disappointment,Usability,Electronic Gadgets
R3FZHCVA9520AZ,"1.0 out of 5 stars
 Worst product.","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/7fb52dd8-97cd-425d-84f0-97503b2708f1/default.jobtemplate.hls.m3u8,Worst product. Keyboard key are very hard. Not working properly. Totally waste of money,The user wants complaint the keyboard is not functioning properly,blame,Usability,Electronic Gadgets
R2LQRBTSOISQUY,"1.0 out of 5 stars
 Computer me lagne per system hang ho rha. Bad product","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/cbd7e2af-fd1b-4715-9cc5-f04cdede026f/default.jobtemplate.hls.m3u8,नापसंद हैं मुझे इसे वापस करना हैं,The user wants complaint the keyboard is not functioning properly. Because it is keep getting hanged.,dissatisfaction ,Usability,Electronic Gadgets
R1PO19T3BZAG0S,"1.0 out of 5 stars
 Enter key stopped working within a week 😭","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/3c919953-72ce-4bd3-8d05-44fb426e3444/default.jobtemplate.hls.m3u8,The price is loo I agree but the quality is seriously so bad..I brought this 2 weeks ago and now by enter key doesn't bounce back it always get stuck...My poor choice,The user wants to convey about the complaint of the keyboard; where the enter button is not working. The user is keep pressing the button on the keyboard but it is not working.,disappointment,Usability,Electronic Gadgets
RGOOFE2H7D598,"1.0 out of 5 stars
 Zebronics messed this up...","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/487d0af5-08c7-4005-a2d2-97e78207a83c/default.jobtemplate.hls.m3u8,"Some serious problem with the product.The backspace key doesn't work, first it is too hard to use and then instead of clearing letters it started to type them.Didn't expect this from Zebronics.Build quality is decent for INR 300.",The user wants to convey about the complaint of the keyboard which is not working. If the user is keep typeing the back space arrow key button in the screen it is typing as v; the keyboard is not functioning.,disappointment,Usability,Electronic Gadgets
R2GJ44VBC5QZOF,"2.0 out of 5 stars
 Not satisfied 🙁","<span class=""a-icon-alt"">2.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/25193ede-a6cd-448a-876a-7a2161f92358/default.vertical.jobtemplate.hls.m3u8,Broken keyboard,The user wants to convey about the complaint of keyboard which is damaged. The user has received a broken keyboard. Speacially at the downside.,disappointment,"Manufaturing, Usability",Electronic Gadgets
RANK98PKDHU1F,"2.0 out of 5 stars
 Not bad, But can make better","<span class=""a-icon-alt"">2.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/403df1bb-370c-404d-b723-969f49282742/default.jobtemplate.hls.m3u8,Compared to hp and Dell the pressing of key is not that much comfortable... If you have money buy hp.or Dell... If u r looking for cheap keyboard then this is the best choice,The user wants complaint the keyboard is not functioning properly,disappointment,Usability,Electronic Gadgets
R29WKU81DYXEGK,"2.0 out of 5 stars
 Keyboard broken","<span class=""a-icon-alt"">2.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/b2760e11-3796-47bc-93fb-6f236b9a3310/default.jobtemplate.hls.m3u8,Keyboard corner some break,The user wants to convey about the complaint of keyboard which is damaged. The user has received a broken keyboard. Speacially at the downside.,disappointment,"Manufaturing, Usability",Electronic Gadgets
R6L7WGBTW9TYA,"2.0 out of 5 stars
 Not a good quality","<span class=""a-icon-alt"">2.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/11c59b7e-c0a6-47e8-aef3-594d664e9a10/default.jobtemplate.hls.m3u8,"For typing,but the make quality is very cheap .",The user wants to convey about the complaint of Keyboard quality. The backside part is broken within two days. The quality and resistance of the keyboard is bad.,disappointment,"Quality, Usability",Electronic Gadgets
R2PDEJZ8P7AX1E,"2.0 out of 5 stars
 Yes","<span class=""a-icon-alt"">2.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/01b6e8c2-8f98-425f-b402-9a2b7bab0a4e/default.jobtemplate.hls.m3u8,Dimase product mila,The user wants to convey about the complaint of keyboard which is damaged. The user has received a broken keyboard. Speacially at the downside.,disappointment,"Quality, Usability",Electronic Gadgets
RTUT4LNMQEN35,"1.0 out of 5 stars
 8 key not coming back on 1st day of purchase","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/f865879e-8af5-4a17-a926-ec96f853972e/default.vertical.jobtemplate.hls.m3u8,"8 key pressed in and not coming back on the very same day of purchase, very bad experience and also keys Are very uncomfortable to type, very bad for fast typing.",The user wants complaint the keyboard is not functioning properly. Even after multiple times pressing the keyboard key it is not working.,disappointment,"Quality, Usability",Electronic Gadgets
R1UH6QVKG7AMWU,"1.0 out of 5 stars
 Keys are too small_Not good as compared to Othersss keyboards in the market","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/fa0532ae-df09-4a02-8fdd-5ce812080005/default.jobtemplate.hls.m3u8,If someone is a laptop user then it will never satisfy them. Keys are good but not effective. Keys are small very small. Too hard to type bcz of keys round shape,The user wants complaint the keyboard is not functioning properly,disappointment,Usability,Electronic Gadgets
R2G2V5UMLS9NGW,"1.0 out of 5 stars
 Bakwaas waste","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/45c78c6f-81f7-49f1-9ea9-548ca2b0b4a9/default.vertical.jobtemplate.hls.m3u8,Zebronics is running a scam. If you buy this product you won't be able to return. Keyboard is also not good. Very hard to press buttons. Instead put 200 Rs and buy HP keyboard. I am going to throw this in garbage.,The user wants complaint the keyboard is not functioning properly. Even after multiple times pressing the keyboard key it is not working. Nothing is coming into the screen,blame,Usability,Electronic Gadgets
RXQ5YAXVVZBAJ,"1.0 out of 5 stars
 Bad quality product","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/6efdaca9-f6e9-4a84-87ab-f9bf966d938e/default.vertical.jobtemplate.hls.m3u8,"Product is not working after 5 days, poor quality",The user wants complaint the keyboard is not functioning properly,disappointment,Usability,Electronic Gadgets
R2KZB7XI3RO0QA,"1.0 out of 5 stars
 Don't buy cheap product from Amazon","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/4c81d2df-d01c-41e2-8b0a-06227bcff33a/default.jobtemplate.hls.m3u8,Broken one not marked as it is used very often.,The user wants to convey about the complaint of keyboard which is damaged. The user has received a broken keyboard. Speacially at the downside. and have scratch on it,disappointment,"Manufacturing, Usability",Electronic Gadgets
RHL02MIVDX6HA,"1.0 out of 5 stars
 Type one time displaying many time..","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/6f5355ac-c723-4335-8439-5225702ff9f8/default.jobtemplate.hls.m3u8,I replaced this product but again same problem.Typing selective key and displaying Othersss and typing one time displaying many time,The user wants to convey about the complaint of Typing selective key and displaying Othersss and typing one time displaying many time.,disappointment,Usability,Electronic Gadgets
R391M5Z3HBDEFC,"1.0 out of 5 stars
 not good at working time creates problem","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/c0a2f712-85d8-44e8-b5be-80243edc487d/default.jobtemplate.hls.m3u8,keys are not working properlylong keys are pressgiving problem while typingits ways replace 1 time time already i want replace it agingive the best products,The user wants complaint the keyboard is not functioning properly. Even after multiple times pressing the keyboard key it is not working. Nothing is coming into the screen,disappointment,Usability,Electronic Gadgets
RD20GB7TVYGBJ,"1.0 out of 5 stars
 Bad condition","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/740af8a4-c8b1-4c1e-b008-dd20f0f295e2/default.jobtemplate.hls.m3u8,My review 2.5 because of its bad condition.,The user wants to convey about the complaint of keyboard's quality. The condidtion of the keyboard is poor rather very bad.,disappointment,Usability,Electronic Gadgets
ROJYCRE7B1ADC,"1.0 out of 5 stars
 MOUSE NOT WORKING VERY BAD EXPERIENCE","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/1ff32b17-3417-4eee-82b3-f2ba41a5af44/default.jobtemplate.hls.m3u8,KEYBOARD WORK WELL BUT MOUSE RIGHT OR LEFT CLICK NOT WORKING ITS TOTALLY WASTE OF MONEY.,The user wants complaint the mouse is not functioning properly. The click button of the mouse are not working.,disappointment,Usability,Electronic Gadgets
R2LF7IHZ22C8O4,"1.0 out of 5 stars
 Damaged and used open product received","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/e6457ef8-dede-406d-aedd-f30971ef0688/default.vertical.jobtemplate.hls.m3u8,First time I received used product and now I replacement also I received a damaged product that to its already opened and packed one.,The user wants to convey about the complaint of mouse which is damaged. The recieved mouse product quality is poor.,disappointment,"Manufacturing, Quality",Electronic Gadgets
RUEOYUBN04JA0,"1.0 out of 5 stars
 Mouse damaged","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/6f476ef1-a99a-47a9-babe-1fc82cd95add/default.vertical.jobtemplate.hls.m3u8,Inner box and mouse was damaged.,The user wants to convey about the complaint of mouse which is damaged. The recieved mouse product quality is poor.,disappointment,"Manufacturing, Quality",Electronic Gadgets
R2ZBWJOVTI3G3V,"1.0 out of 5 stars
 Be ready to loss your money.","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/924fee4d-1721-42e1-8f44-20e108e40434/default.jobtemplate.hls.m3u8,"I purchased combo in 2022 April, used less. Now some keys are not working and can't claim anything against the issue. And the mouse cursor is moving hard. The keyboard circuit is just printed paper sheet, instead circuit board. We cannot use for longer. I just kept along with plastic toys. My daughter can play with these. Please go for trusted BRANDs. Portronics is not a brand.",The user wants complaint the keyboard is not functioning properly. Even after multiple times pressing the keyboard key it is not working. Nothing is coming into the screen,disappointment,Usability,Electronic Gadgets
R3DUYPWDLLL5P7,"1.0 out of 5 stars
 Waste of money","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/767d555c-9bb9-4815-b1c6-de38b5e0e20f/default.vertical.jobtemplate.hls.m3u8,mouse is not working bakwas product don't waste your money worst product,The user wants to convey about the complaint of mouse which is damaged. The recieved mouse product quality is poor.,blame,"Usability, Quality.",Electronic Gadgets
R3GSTPJY4XN0CT,"1.0 out of 5 stars
 WRONG KEY PLACEMENT","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/dec3aac4-ba02-4d53-a9e4-ee95547d1172/default.jobtemplate.hls.m3u8,"The shift key is way far off! It's so wrong!!! Typing the write way is such a hastle in this key board! And they don't even provide return!! And now I know why that is!! Such a shame!! Even if it's smooth, what's the point when the keys are not in right position!!!",The user wants complaint the keyboard is not functioning properly. Even after multiple times pressing the keyboard key it is not working. Nothing is coming into the screen,disappointment,Usability,Electronic Gadgets
RAD5XAMT2SY9D,"1.0 out of 5 stars
 Mouse is not working","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/897b8cea-14df-47c5-a533-33c757be01ab/default.vertical.jobtemplate.hls.m3u8,Mouse is not working,The user wants to convey about the complaint of mouse which is damaged. The recieved mouse product quality is poor.,disappointment,Usability and Quality.,Electronic Gadgets
R1O5EFWRVVJR8J,"1.0 out of 5 stars
 If your looking for thin size keyboard (Compact) this will not be perfect one.","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/4929a572-f36c-4acd-b090-64caf146eb77/default.jobtemplate.hls.m3u8,"If your looking for thin size keyboard (Compact) this will not be perfect one. It is almost 2 centimeter width, not that comfortable for typing as laptop keyboard.Cost wise you may get better then this in same cost.And this keyboard have no return police so once you took suffer for rest","The user wants to convey about the complaint that If your looking for thin size keyboard (Compact) this will not be perfect one. It is almost 2 centimeter width, not that comfortable for typing as laptop keyboard.Cost wise you may get better then this in same cost.And this keyboard have no return police so once you took suffer for rest",disappointment,"Usability, Quality.",Electronic Gadgets
R2268QA8I4W6JU,"1.0 out of 5 stars
 Keyboard is not working, We changed the battery as well","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/4a88de8e-1e9c-4b29-bd12-c170fa358c5d/default.jobtemplate.hls.m3u8,Return Window is closed . Don't know what to do . Please share sellers contact details so that we can connect to him and ask what to be done.Really disappointed.,The user wants complaint the keyboard is not functioning properly. Even after multiple times pressing the keyboard key it is not working. Nothing is coming into the screen,disappointment,"Usability, Quality.",Electronic Gadgets
R1XQP54YMHWPZN,"1.0 out of 5 stars
 Not of good quality","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/570fab04-2775-4758-8ac7-f0e92ea9b5b0/default.jobtemplate.hls.m3u8,The keyboard keys are not sturdy...this is a replacement keyboard and there is the same problem just as the original oneKeys wobble a little and make noises. Not for for gaming and it's not fit for calling type of job work considering the noise they make,The user wants complaint the keyboard is not functioning properly,disappointment,Usability,Electronic Gadgets
RPRVNT7TWWRNU,"1.0 out of 5 stars
 used product received","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/f4045aa6-4a71-493c-8109-d823718e65d2/default.jobtemplate.hls.m3u8,मुझे jo product mila usme receiver missing tha mouse per kale kale dhabe hai उँगलियों ke nissan hai use kiya hua product hai packing v pahle se phati hai kewal tape chipkaya hua tha,"The user wants to convey about the complaint of mouse, where the receiver part is missing and battery is missing.",disappointment,"Completeness, Quality",Electronic Gadgets
R2AGQUL3K8RKT4,"1.0 out of 5 stars
 Mouse light is not working","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/17200bc1-a65e-48e7-8fc8-506c8f87fcd2/default.jobtemplate.hls.m3u8,Light not working,"The user wants to convey about the complaint of mouse, where the receiver part is missing.",disappointment,"Completeness, Quality",Electronic Gadgets
R377WSE3KDZXFJ,"1.0 out of 5 stars
 Less working life","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/511dc7d3-43e7-4eb9-a88a-6b0d33e1ba0f/default.jobtemplate.hls.m3u8,"It's left click is not working now, after 50 days I am facing this problem. But I get replacement now.",The user wants to convey about the complaint of mouse which is damaged. The recieved mouse product quality is poor.,dissatisfaction ,"Quality, Usability
",Electronic Gadgets
R2TGTYQO605E1H,"1.0 out of 5 stars
 Bad package broken keys","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/d3a845a9-4cab-46f1-a413-2b29f92972f4/default.jobtemplate.hls.m3u8,This is the replacement I got after I complained of speed and funtionality.,The user wants complaint the keyboard is not functioning properly. The key buttons are broken.,disappointment,"Quality, Usability",Electronic Gadgets
RBYTLJITBIJWN,"1.0 out of 5 stars
 Shift key position in right side will make u feel like throwing keyboard","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/c5bec58b-5aba-4308-b455-5f55d47861f4/default.jobtemplate.hls.m3u8,Shift key position in right side will make u feel like throwing keyboard,The user wants complaint the keyboard is not functioning properly,disappointment,"Quality, Usability",Electronic Gadgets
R3S3MC3T6JE97N,"2.0 out of 5 stars
 Sent broken key board","<span class=""a-icon-alt"">2.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/45553ded-f5e6-40f0-b1bb-3799f616c30e/default.jobtemplate.hls.m3u8,Sent broken key board,The user wants complaint the keyboard is not functioning properly. It is damaged. In the back it has a scratch on it.,disappointment,"Quality, Usability",Electronic Gadgets
R2P48KCHL3NTVA,"2.0 out of 5 stars
 The mouse was not working at all (it came half open).","<span class=""a-icon-alt"">2.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/b0638adb-5d0b-4c50-bd98-3645d824d14c/default.vertical.jobtemplate.hls.m3u8,The voice was defective. The keyboard and mouse is not noiseless at all. The keyboard and mouse make a lot of noise. The product was replaced conveniently.,The user wants complaint the keyboard is not functioning properly. It is damaged. It makes a lot noice.,disappointment,"Quality, Usability",Electronic Gadgets
RFI3BOTYKMYT2,"2.0 out of 5 stars
 Key board is working product is have good quality, but in replacement also problem not solved","<span class=""a-icon-alt"">2.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/28f5a9e9-28e9-47f0-8228-f7846043793d/default.vertical.jobtemplate.hls.m3u8,Mouse is not working. Even after turing the light on it is not working,The user wants to convey about the complaint of mouse which is damaged. The recieved mouse product quality is poor. The click button is not working properly.,disappointment,"Quality, Usability",Electronic Gadgets
R1G3AIQX7WAAQX,"2.0 out of 5 stars
 Satisfied","<span class=""a-icon-alt"">2.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/c6dbf39e-ac56-4bc3-9952-2ca676589f3a/default.vertical.jobtemplate.hls.m3u8,Mouse light not working,The user wants to convey about the complaint of Mouse which is not working. Even after turing the light on it is not working,disappointment,"Quality, Usability",Electronic Gadgets
