ID,Title,Rating,Video-Source,Text,Ground-truth ,Emotion,Aspect,Domain
R3QCYM3Y3FOPVA,"1.0 out of 5 stars
 Wrost Product ever on Amazon","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/5b54af7c-bc26-42ba-91ad-d201c9637099/default.jobtemplate.hls.m3u8,इस प्रोडक्ट को मत खरीदना कोई भी । एक दिन सही से चला उसके बाद LO स्क्रीन पर दिखा रहा हे । ऐसा प्रोडक्ट किस काम का जो एक दिन चले फिर चले ही ना ।,The user wants complaint that the weight machine is not working no matter how many times you turn it on. After few seconds it will be turned off autometically.,disappointment,Usability,Electronic Gadgets
R2SOYX1CLZS27D,"1.0 out of 5 stars
 Not working after 6 months","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/055718df-465f-4091-bd1e-b2cd2412c072/default.jobtemplate.hls.m3u8,It's not working properly. I rarely used. I purchased this from 6 month.It's automatically working and number increasing and after 3Kg it's showing error.To bad experience with this. Kindly exchange on high priority. Thanks,The user wants complaint that the weight machine is not working. It is showing the values in negative. At the end it shows error.,disappointment,Usability,Electronic Gadgets
R3FQLU246600SI,"1.0 out of 5 stars
 Just when required its not working","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/537e5657-80fb-479e-9ca3-a9368129e7fb/default.jobtemplate.hls.m3u8,My whole money got in bin.. this is not done.I will try my best that next time I should buy something like this from local market so that atleast i can reach to shop and claim.,The user wants complaint that the weight machine is not working no matter how many times you turn it on. After few seconds it will be turned off autometically.,disappointment,Usability,Electronic Gadgets
R1TTCUL1WOWT8J,"1.0 out of 5 stars
 Waste of money","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/84eb447a-2d41-4810-aebd-f02c852278e6/default.jobtemplate.hls.m3u8,I used only one time this product. Not showing accurate weight it’s showing error. I will not recommend this product. Waste of time and money.,The user wants complaint that the weight machine is not working no matter how many times you turn it on and try to weight something it will remain zero.,disappointment,Usability,Electronic Gadgets
R10VEVC6ON2NO2,"1.0 out of 5 stars
 Very bad product delivered .","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/a15e4cfb-49fe-4c04-a6c9-50394891eb2b/default.vertical.jobtemplate.hls.m3u8,Amazon dint even allow return. Torn product given and we had no choice but seeing money being wasted,The user wants complaint that the received product is damaged. The quality of the hand bag is extremely bad. The black bag has some torned portion.,frustration,"Manufaturing, Quality, Correctness",Fashion 
R3KTYW8LEA4QG3,"1.0 out of 5 stars
 Bed","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/1654f5a4-ee29-4aab-8fd0-759370c11789/default.vertical.jobtemplate.hls.m3u8,Quality is very bad with in four days it's was broken,The user wants complaint that the received product is damaged. The quality of the hand bag is extremely poor. The brown bag has some torned portion. It is broken,frustration,"Manufaturing, Quality, Correctness",Fashion
RJPEWJ6N27ASK,"1.0 out of 5 stars
 Very bad.","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/4c7802f9-3f1a-4ec1-b3bd-0ccc72638e36/default.vertical.jobtemplate.hls.m3u8,Dislike this bag,The user wants complaint that the received product is damaged. The quality of the hand bag is extremely poor. The brown bag has some torned portion. It is broken,frustration,"Manufaturing, Quality, Correctness",Fashion
R3HDPZNFTVJXTR,"1.0 out of 5 stars
 Don't buy this for this price","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/fdde1976-796d-455a-ae6b-0c98e6634766/default.vertical.jobtemplate.hls.m3u8,"It's is very small with no 👟 compartme. if you use this for gym then can only carry a shoe, water bottle and some accessories . Starp appearance is good but not value for money.",The user wants complaint that the received product is damaged. It has very small space to put stuff in. The quality of the hand bag is extremely poor. The black bag has some torned portion. It is broken,frustration,"Manufaturing, Quality, Usability.",Fashion
R1CHWLIITMMIVS,"1.0 out of 5 stars
 Just reached this item broken this key board not working","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/c7459839-bea4-443a-8cbc-e992c2e08091/default.vertical.jobtemplate.hls.m3u8,Good morning sir. Delivery is good but ...Just now I am receiving this key board and open the board that board is broken and not working so very bad ... Please solve this problem soon ... Tq Amazon,The user wants complaint that the receive key board is broken. The quality is very bad. It has scratch on it. The keyboard is damaged.,disappointment,"Quality, Physical State",Electronic Gadgets
R2KCFHU46RQEEZ,"1.0 out of 5 stars
 The usb jack of this keyboard is faulty and loose","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/2d7c341c-bae4-4315-b25b-72588fdfd9fe/default.jobtemplate.hls.m3u8,The USB jack of this keyboard is faulty. It's loose and doesn't connect with the jack properly,The user wants complaint that the receive key board is not functioning. The USB cable is faulty. It is not connecting with the key board. The quality is very bad. The keyboard is damaged.,disappointment,"Usability, Quality",Electronic Gadgets
R23DWG2YHB7RXO,"1.0 out of 5 stars
 Don't buy this 👿😭","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/80cfc306-8dac-4cfd-bbfc-12987bc7645f/default.vertical.jobtemplate.hls.m3u8,I just played Minecraft but this brokes within 1 month don't buy this item,The user wants complaint that the receive key board is broken. The quality is very bad. It has scratch on it. The keyboard is damaged.,disappointment,"Quality, Physical State",Electronic Gadgets
R10XKCNVKFV9V1,"1.0 out of 5 stars
 Damaged keyboard","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/16a05cb7-bdad-4b8a-9543-2f9c8843dcf0/default.jobtemplate.hls.m3u8,"I received damaged keyboard two times, and I have waited for two weeeks","The user wants complaint that the design and outline of the keyboard is very bad. It is the second time the user is ordering the same keyborad. Earlier from the top portion it was broken, now this time the down portion is broken. Even the key buttons are broken and fell off.",disappointment,"Design, Quality, Manufacturing",Electronic Gadgets
RF9C6O2SKZATI,"1.0 out of 5 stars
 Damaged item received and plastic is very poor quality","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/44a09302-395e-4ccd-a483-58580aa0df04/default.vertical.jobtemplate.hls.m3u8,Please don’t go for this cheap keyboard its too low quality it will waste your time replacing the item,"The user wants complaint that the design and outline of the keyboard is very bad. ,the down portion is broken. Even the key buttons are broken and fell off.",blame,"Quality, Physical State",Electronic Gadgets
RD7ER18UV3BFK,"1.0 out of 5 stars
 Review after using for 10 days","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/6ed47fa7-a6c3-4a88-8229-264b2b7e3f1c/default.vertical.jobtemplate.hls.m3u8,"Not recommended if you want to purchase it for typing; keys are very loosely fitted(same issue after ordering a replacement); also the feedback is not good enough. You will face difficulties while pressing backspace. That's all I had to say. One more point remains that is -- Built quality: Well there's nothing to talk about it... After all of you still want to buy, go for it.... I would recommend you go with Zebronics k20 instead.",The user wants complaint that the design and outline of the keyboard is very bad. The spacebar is not working. It is very loose. Othersss key buttons are working. But spacebar key button is damaged,dissatisfaction ,"Design, Quality, Manufacturing",Electronic Gadgets
R2JZAC3U9GJ2QU,"1.0 out of 5 stars
 All the keys are broken","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/c88b1f91-13f9-476f-971d-efbc1aa2c412/default.vertical.jobtemplate.hls.m3u8,I purchased Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key but all the keys are broken. Amazon team is also not supporting us.,The user wants complaint that he received a damaged product and outline of the keyboard is very bad. the top portion it was broken. Even the key buttons are broken and fell off.,disappointment,"Design, Quality, Usability",Electronic Gadgets
R40TEYBMNPV8J,"1.0 out of 5 stars
 Absolute waste of money","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/dc802f4a-5b78-4b8e-97ca-6181be6382b7/default.jobtemplate.hls.m3u8,"Waste of money never ever buy this. listen to the experience to one it only works for 10 days or 20 days until the return day ends I got one defective piece and I replaced again I got the defective piece which only work for almost 10 to 12 ,13 days. If you want a good keyboard just go for anOthersss brands it may provide you better services I cannot replace it or cancel the order because the time has been ended for me but you still have a chance don't buy the product. it was waste of time and money. The one star for Amazon delivery and services is awesome but the product doesn't even deserves one star.",The user wants complaint the zebranix keyboard is not working. Even it is connected with the laptop and with the usb cabel. It is not working. Nothing is printing and no typing is working.,disappointment,"Design, Quality, Usability",Electronic Gadgets
R3ALWOEVDNMEB,"1.0 out of 5 stars
 Quality Defect Backspace &Capslock stuck","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/302a71bb-5337-4aa5-a45e-0e91989664d0/default.jobtemplate.hls.m3u8,"1) inspite of quality issue in product Amazon is not providing money back. Not providing return""Amazon should provide both the option money back and return"" as their is quality issue in the product I don't want to go with this brand. Before purchasing u don't know that they will this type of product to their customer.Amazon forcefully binding customer to replace the product from the same brand.2) Most of the keys are not smooth and Capslock and Backspace sticking lot during type.3) I have added a video please check outThank for reading review hope it will help to buy anOthersss keyboard",The user wants complaint the zebranix keyboard is not working. The spacebar is working. But the enter button and Capslock button is not working. Getting stuck.,disappointment,"Design, Quality, Usability",Electronic Gadgets
R3DACY950R0I7B,"1.0 out of 5 stars
 Guys no ₹ key is there fake information","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/1e359bf0-99e0-4396-85b4-5393b055a901/default.vertical.jobtemplate.hls.m3u8,Guys no ₹ key is there fake information. On box it's mentioned that is has but actually on product there is no ₹ key. Also seller is not contactable and Amazon team not support as well as not taken any action against seller....same item without ₹ key still available at the portal.,The user wants complaint that no ₹ key is there fake information. On box it's mentioned that is has but actually on product there is no ₹ key. Also seller is not contactable and Amazon team not support as well as not taken any action against seller....same item without ₹ key still available at the portal.,disappointment,"Design, Quality, Price, Usability",Electronic Gadgets
RYRM4N69B2GKM,"1.0 out of 5 stars
 Worst quality keyboard I have ever seen.Within 3 months keys now working,Even if i use occasionally","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/7864d762-cb5d-49d5-a92c-8db27d8f0664/default.jobtemplate.hls.m3u8,"Don't but this ,keys get stuck often while typing , Sometimes while pressing and sometimes after pressing, You will have to manually pull it out.Buy keyboard of prodot or lapcare, they are smooth you can get below 250 in market.Don't buy it, money waste while trying to save",The user wants complaint the zebranix keyboard is not working.The numslock button is not working. Even the lights are not blinking,disappointment,"Quality, Usability",Electronic Gadgets
R1LRZOJRXEJQYD,"1.0 out of 5 stars
 we got Broken Item","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/dc236ee5-ff91-4e95-a481-ac4b06671429/default.vertical.jobtemplate.hls.m3u8,Keyboard is broken please change this item,The user wants complaint that the receive key board is broken. The quality is very bad. It has scratch on it. The keyboard is damaged.,disappointment,"Design, Quality, Usability",Electronic Gadgets
RV98ZQO6NUFH7,"1.0 out of 5 stars
 I return the product...","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/cc954262-8922-479d-8890-389ef60087f8/default.jobtemplate.hls.m3u8,Product is very very bad. And the packaging what the packaging I don't believe so bad packaging box is fully damage. No seal in the box full open box and I have done give warranty card in in in into the box so what is this so I return the product and this product it's not value for money please don't buy this product very very bad product. And I request zebronics please improve your packaging . We are giving money for this product so so also weird demand a value for money product very bad product. I request everyone please don't buy this product.,The user wants complaint that the receive key board is broken. The quality is very bad. it is torned out. The keyboard is damaged.,disappointment,"Design, Quality, Usability",Electronic Gadgets
RIDUBCNEBF4GN,"1.0 out of 5 stars
 Money waste","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/30a4326d-9ed2-486f-aedf-49e612eca6fb/default.jobtemplate.hls.m3u8,Very low quality. The main purpose of the keyboard is typing but with this you can't even type properly it is full of errors low quality don't buy it don't waste your money. Instead increase your budget and go for anOthersss good one keyboard.,The user wants complaint that the receive key board is not working properly. Continuously it is getting connected and disconnected. and unnecessary typings are not stoping which is visible in the screen,disappointment,"Design, Quality, Usability",Electronic Gadgets
RNQF461K5NDVO,"1.0 out of 5 stars
 Number keys not working within 1month","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/7b869a50-542d-46ae-8148-265415d00e25/default.jobtemplate.hls.m3u8,Bought this product on 18th dec 2021 hardly used it for 2 weaks & already 2 coloumns of d number key stopped working. Contacted Amazon was advised to contact zebronics directly as it's still in waranty. Zebronics has no call facility for cust. Service.. just got an email frm dem to visit d service center during covid times which is almost over an hr drive. Very unhappy with d product..,The user wants complaint the zebranix keyboard is not working.The numslock button is not working. Even the lights are not blinking,disappointment,"Design, Quality, Usability",Electronic Gadgets
R39KLEFQC0MN0W,"1.0 out of 5 stars
 Hardest keys ever in a keyboard. You cant type a single thing","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/4d0efc58-4a8c-48d7-9981-98f605ebb202/default.jobtemplate.hls.m3u8,"The worst keyboard ever , the keys are so hard that you can not even type anything on this.The first keyboard was so disgusting that i opted for a replacement thinking that maybe that was a faulty peice.The second one I received the same modelWas still the sameExtremely poor and cheap quality of a keyboardIf i knew this was such poor quality product I would’ve never ordered itI have now ordered amkette keyboard which is extremely superior to this one",The user wants complaint the zebranix keyboard is not working.The backspace arrow button is not working.rest are working,blame,"Design, Quality, Usability",Electronic Gadgets
R7DXM0SFAC8SI,"1.0 out of 5 stars
 Still not working after Replacement","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/2332fbd0-2a9b-4f3c-b905-f12a469406b6/default.jobtemplate.hls.m3u8,This is just a box of trouble...I know Price is very low but atleast give the keys that work properly...Sometimes it works sometimes not...,The user wants complaint the zebranix keyboard is not working.The key buttonens are not working. It is connected but in the computer screen it is not showing. The keyboard is damaged,disappointment,"Design, Quality, Usability",Electronic Gadgets
R16RH3X13PNQPY,"1.0 out of 5 stars
 Sheer Waste of Time and Money..","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/b5e22b3b-563f-40f2-a7f5-83d345ab8efc/default.jobtemplate.hls.m3u8,"It's a pathetic product.. Not working at all..Critical keys like Numeric, Navigation keys .. Not even the 'Enter Key' is working.. It's a sheer Harrasment on Amazon's part that after returning the same product, they delivered the faulty product 2nd time...Need to ask refund now ..Sheer waste of time !!I ll request Others, Not to buy such products from Amazon where they themselves doesn't cares for Customer Needs.",The user wants complaint the zebranix keyboard is not working.The key buttonens are not working. It is connected but in the computer screen it is not showing. The keyboard is damaged,disappointment,"Design, Quality, Usability",Electronic Gadgets
R17CULQ1LMMOCY,"1.0 out of 5 stars
 The product isn't working","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/f4b9ce36-1d27-40b0-8eb1-6cb64ed52d57/default.jobtemplate.hls.m3u8,"Video Player is loading.Play VideoPlayMuteCurrent Time /Duration Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time - 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.
 
 
 The product isn't working. This is the 2nd time I got the product after replacement. This product also doesn't work. Please return it. I don't require such a pathetic product.",The user wants complaint the zebranix keyboard is not working.The key buttonens are not working. It is connected but in the computer screen it is not showing. The keyboard is damaged,disappointment,"Design, Quality, Usability",Electronic Gadgets
R7K4R45J677TU,"1.0 out of 5 stars
 Worst ... Doesn't work properly... Not smooth keys ...","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/80320fc0-5cda-40f0-9408-948f0600f627/default.jobtemplate.hls.m3u8,Keyboard is not good we have to to properly at the centre we have to press the keyboard key every key which is not possible every time because I have used Othersss keyboard which are quite smooth and wish you a press anywhere on that keep it works but for this keyboard of zebronics it doesn't work so not happy rather not at all usable now,"The user wants complaint the zebranix keyboard is not working.The backspace arrow button , enter button, ctrl button is not working.",disappointment,"Design, Quality, Usability",Electronic Gadgets
R3HE48X947L2CD,"1.0 out of 5 stars
 Keyboard not supporting to system of computer","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/66acffbb-3bf2-4648-896c-5a7260fcb58c/default.jobtemplate.hls.m3u8,not working properly and not connecting to computer system not supporting,The user wants complaint the zebranix keyboard is not working.The numslock button and capslock buttons are not working. Even the lights are not blinking,disappointment,"Quality, Usability",Electronic Gadgets
R2C6TEMN27CHB4,"1.0 out of 5 stars
 It disconnect from laptop automatically when we type fast","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/ce8580a6-7338-4c3e-b384-d9cd69b8913f/default.jobtemplate.hls.m3u8,It disconnect automatically when we type something with a certain speed...and reconnects so all words I types breaks in computer when we hold keys sometimes it disconnects automatically,"The user wants complaint the zebranix keyboard is not working.The numslock button , shift button and capslock buttons are not working. Even the lights are not blinking",disappointment,"Quality, Usability",Electronic Gadgets
R1GEOO1JTIO430,"1.0 out of 5 stars
 This is the worst keyboard ever I have a seen","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/735795bd-b1d6-4f39-b2f0-3fffbea6fca7/default.jobtemplate.hls.m3u8,"This key board is completely useless, I bought it earlier, some of the keys didn't work, so I replaced it and ordered this Othersss keyboard, but none of the keys work on this one. Please don't waste your money and time.",The user wants complaint the zebranix keyboard is not working.The key buttonens are not working. It is connected but in the computer screen it is not showing. The keyboard is damaged,disappointment,"Quality, Usability",Electronic Gadgets
RFA89YDW4PT7C,"1.0 out of 5 stars
 Keyboard space bar not working properly","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/fd188340-f215-4b8b-b6b1-df10a44d885a/default.jobtemplate.hls.m3u8,"This is a waste product. Keyboard space bar not working properly & this not support to laptopI am in send request to Return this product, but no one came to take this product back",The user wants complaint that the spacebar is damaged. If you click one-side; the Othersss side gets up. The key board is totaly damaged.,disappointment,"Quality, Usability",Electronic Gadgets
R862XV46MS4ER,"1.0 out of 5 stars
 Worst Product","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/f52d7c5e-e953-410d-9cdf-3996aa8848ce/default.jobtemplate.hls.m3u8,USB connected to CPU but Doesn't Work A Single Button you Can See Light Of Num lock it's Connected But buttons Are not working.....Don't Buy Zebronics Product Waste Of money...... maybe Luckily Some Product Will Work For A Month but Not Every Product....Chip Quality only....,The user wants complaint the zebranix keyboard is not working.The key buttonens are not working. It is connected but in the computer screen it is not showing. The keyboard is damaged,disappointment,"Quality, Usability",Electronic Gadgets
R2XWB9XTCUX1PA,"1.0 out of 5 stars
 Spacebar is loose I want refund","<span class=""a-icon-alt"">1.0 out of 5 stars</span>",https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/15e66fb1-8a26-4d37-8012-53637fec9c8b/default.jobtemplate.hls.m3u8,The spacebar is very loose it was working really well for the past months now it's really loose I want refund.,The user wants complaint the zebranix keyboard is not working.The key buttonens are not working. It is connected but in the computer screen it is not showing. The keyboard is damaged,blame,"Quality, Usability",Electronic Gadgets
